,Rainfall,Temperature,Humidity,WindSpeed,rain_lag7,rain_lag14,rain_lag30,rain_rolling7,rain_rolling30,cum_monthly,is_monsoon,month,year,label
1990-01-31,0.0,23.93,28.22,2.91,0.0,0.0,0.0,0.0,0.11266666666666666,3.38,0,1,1990,0
1990-02-01,0.0,24.37,26.39,2.39,0.0,0.0,0.21,0.0,0.10566666666666666,0.0,0,2,1990,0
1990-02-02,0.0,23.79,29.22,2.39,0.0,0.0,1.39,0.0,0.059333333333333335,0.0,0,2,1990,0
1990-02-03,0.0,24.51,26.08,3.02,0.0,0.0,1.72,0.0,0.002,0.0,0,2,1990,0
1990-02-04,0.0,24.59,27.74,2.45,0.0,0.0,0.0,0.0,0.002,0.0,0,2,1990,0
1990-02-05,0.0,24.67,27.93,2.41,0.0,0.0,0.0,0.0,0.002,0.0,0,2,1990,0
1990-02-06,0.0,24.96,28.35,3.7,0.0,0.0,0.0,0.0,0.002,0.0,0,2,1990,0
1990-02-07,0.0,24.25,28.82,4.32,0.0,0.0,0.06,0.0,0.0,0.0,0,2,1990,0
1990-02-08,0.0,24.53,32.73,3.49,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-09,0.0,25.56,39.05,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-10,0.0,26.52,41.94,2.49,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-11,0.0,26.47,42.97,3.76,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-12,0.0,26.24,40.6,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-13,0.0,26.74,40.92,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-14,0.0,26.83,45.62,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-15,0.0,26.58,48.42,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-16,0.0,25.64,49.05,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-17,0.0,25.03,54.84,3.14,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-18,0.0,24.96,54.0,2.85,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-19,0.0,24.42,55.44,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-20,0.0,22.95,56.15,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-21,0.0,22.78,55.24,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-22,0.0,23.77,49.38,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-23,0.0,24.39,46.7,2.48,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-24,0.0,24.76,50.44,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-25,0.0,25.22,51.28,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-26,0.0,25.89,50.1,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-27,0.0,25.85,52.38,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-02-28,0.0,26.56,54.64,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1990,0
1990-03-01,0.0,27.59,53.41,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1990,0
1990-03-02,0.0,26.16,54.37,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1990,0
1990-03-03,0.0,24.2,56.65,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1990,0
1990-03-04,0.0,24.02,61.01,3.51,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1990,0
1990-03-05,0.0,25.28,58.82,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1990,0
1990-03-06,0.0,26.24,57.8,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1990,0
1990-03-07,0.0,26.3,58.06,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1990,0
1990-03-08,0.0,26.29,52.36,3.18,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1990,0
1990-03-09,0.0,25.13,41.19,3.24,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1990,0
1990-03-10,0.0,25.05,50.33,2.79,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1990,0
1990-03-11,0.0,25.96,54.23,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1990,0
1990-03-12,0.02,26.82,54.19,2.05,0.0,0.0,0.0,0.002857142857142857,0.0006666666666666666,0.02,0,3,1990,0
1990-03-13,0.0,27.57,52.51,2.08,0.0,0.0,0.0,0.002857142857142857,0.0006666666666666666,0.02,0,3,1990,0
1990-03-14,0.0,27.82,46.24,2.1,0.0,0.0,0.0,0.002857142857142857,0.0006666666666666666,0.02,0,3,1990,0
1990-03-15,0.0,27.79,41.14,1.99,0.0,0.0,0.0,0.002857142857142857,0.0006666666666666666,0.02,0,3,1990,0
1990-03-16,0.0,28.94,33.16,2.4,0.0,0.0,0.0,0.002857142857142857,0.0006666666666666666,0.02,0,3,1990,0
1990-03-17,0.0,28.68,27.36,3.46,0.0,0.0,0.0,0.002857142857142857,0.0006666666666666666,0.02,0,3,1990,0
1990-03-18,0.0,28.49,31.73,3.57,0.0,0.0,0.0,0.002857142857142857,0.0006666666666666666,0.02,0,3,1990,0
1990-03-19,0.0,28.52,30.74,3.62,0.02,0.0,0.0,0.0,0.0006666666666666666,0.02,0,3,1990,0
1990-03-20,0.0,28.67,28.69,3.29,0.0,0.0,0.0,0.0,0.0006666666666666666,0.02,0,3,1990,0
1990-03-21,0.0,29.53,28.33,2.62,0.0,0.0,0.0,0.0,0.0006666666666666666,0.02,0,3,1990,0
1990-03-22,0.0,28.75,48.43,2.64,0.0,0.0,0.0,0.0,0.0006666666666666666,0.02,0,3,1990,0
1990-03-23,0.0,29.04,50.9,2.61,0.0,0.0,0.0,0.0,0.0006666666666666666,0.02,0,3,1990,0
1990-03-24,0.0,28.16,39.93,3.24,0.0,0.0,0.0,0.0,0.0006666666666666666,0.02,0,3,1990,0
1990-03-25,0.0,26.39,45.74,3.45,0.0,0.0,0.0,0.0,0.0006666666666666666,0.02,0,3,1990,0
1990-03-26,0.0,25.43,50.81,3.71,0.0,0.02,0.0,0.0,0.0006666666666666666,0.02,0,3,1990,0
1990-03-27,0.0,25.95,52.99,3.75,0.0,0.0,0.0,0.0,0.0006666666666666666,0.02,0,3,1990,0
1990-03-28,0.0,27.86,52.05,2.37,0.0,0.0,0.0,0.0,0.0006666666666666666,0.02,0,3,1990,0
1990-03-29,0.0,30.2,46.22,2.23,0.0,0.0,0.0,0.0,0.0006666666666666666,0.02,0,3,1990,0
1990-03-30,0.0,30.86,42.04,2.18,0.0,0.0,0.0,0.0,0.0006666666666666666,0.02,0,3,1990,0
1990-03-31,0.0,30.31,44.78,1.65,0.0,0.0,0.0,0.0,0.0006666666666666666,0.02,0,3,1990,0
1990-04-01,0.95,30.64,40.86,2.41,0.0,0.0,0.0,0.1357142857142857,0.03233333333333333,0.95,0,4,1990,0
1990-04-02,0.01,30.14,36.35,2.73,0.0,0.0,0.0,0.13714285714285715,0.03266666666666666,0.96,0,4,1990,0
1990-04-03,0.0,29.57,43.1,3.09,0.0,0.0,0.0,0.13714285714285715,0.03266666666666666,0.96,0,4,1990,0
1990-04-04,0.0,29.11,46.32,3.15,0.0,0.0,0.0,0.13714285714285715,0.03266666666666666,0.96,0,4,1990,0
1990-04-05,0.0,28.55,47.47,2.79,0.0,0.0,0.0,0.13714285714285715,0.03266666666666666,0.96,0,4,1990,0
1990-04-06,0.0,29.07,41.96,1.3,0.0,0.0,0.0,0.13714285714285715,0.03266666666666666,0.96,0,4,1990,0
1990-04-07,0.0,29.8,40.88,1.88,0.0,0.0,0.0,0.13714285714285715,0.03266666666666666,0.96,0,4,1990,0
1990-04-08,0.0,30.3,33.04,2.59,0.95,0.0,0.0,0.0014285714285714286,0.03266666666666666,0.96,0,4,1990,0
1990-04-09,0.0,29.99,42.72,3.27,0.01,0.0,0.0,0.0,0.03266666666666666,0.96,0,4,1990,0
1990-04-10,0.0,29.68,42.9,2.55,0.0,0.0,0.0,0.0,0.03266666666666666,0.96,0,4,1990,0
1990-04-11,0.0,28.71,49.02,2.66,0.0,0.0,0.02,0.0,0.032,0.96,0,4,1990,0
1990-04-12,0.0,27.76,54.15,3.08,0.0,0.0,0.0,0.0,0.032,0.96,0,4,1990,0
1990-04-13,0.0,30.11,49.6,3.02,0.0,0.0,0.0,0.0,0.032,0.96,0,4,1990,0
1990-04-14,0.0,30.66,46.94,3.38,0.0,0.0,0.0,0.0,0.032,0.96,0,4,1990,0
1990-04-15,0.02,30.7,43.49,3.1,0.0,0.95,0.0,0.002857142857142857,0.03266666666666666,0.98,0,4,1990,0
1990-04-16,0.06,30.49,39.78,2.91,0.0,0.01,0.0,0.011428571428571429,0.034666666666666665,1.04,0,4,1990,0
1990-04-17,1.12,30.12,45.22,2.26,0.0,0.0,0.0,0.17142857142857146,0.07200000000000001,2.16,0,4,1990,0
1990-04-18,0.61,30.24,54.0,3.24,0.0,0.0,0.0,0.25857142857142856,0.09233333333333334,2.77,0,4,1990,0
1990-04-19,0.04,30.53,53.17,3.67,0.0,0.0,0.0,0.2642857142857143,0.09366666666666666,2.81,0,4,1990,0
1990-04-20,0.0,29.76,51.15,4.23,0.0,0.0,0.0,0.2642857142857143,0.09366666666666666,2.81,0,4,1990,0
1990-04-21,0.0,29.67,48.62,3.51,0.0,0.0,0.0,0.2642857142857143,0.09366666666666666,2.81,0,4,1990,0
1990-04-22,0.0,30.06,42.55,2.71,0.02,0.0,0.0,0.26142857142857145,0.09366666666666666,2.81,0,4,1990,0
1990-04-23,0.0,30.96,30.79,2.39,0.06,0.0,0.0,0.25285714285714284,0.09366666666666666,2.81,0,4,1990,0
1990-04-24,0.0,31.05,40.45,1.49,1.12,0.0,0.0,0.09285714285714286,0.09366666666666666,2.81,0,4,1990,0
1990-04-25,0.0,30.54,52.08,3.44,0.61,0.0,0.0,0.005714285714285714,0.09366666666666666,2.81,0,4,1990,0
1990-04-26,0.0,31.17,47.22,1.82,0.04,0.0,0.0,0.0,0.09366666666666666,2.81,0,4,1990,0
1990-04-27,2.21,32.03,36.29,1.63,0.0,0.0,0.0,0.3157142857142857,0.1673333333333333,5.02,0,4,1990,0
1990-04-28,0.45,31.74,48.05,1.98,0.0,0.0,0.0,0.38,0.18233333333333332,5.47,0,4,1990,0
1990-04-29,0.22,30.74,51.13,3.45,0.0,0.02,0.0,0.4114285714285714,0.18966666666666668,5.69,0,4,1990,0
1990-04-30,1.34,30.74,50.94,2.67,0.0,0.06,0.0,0.6028571428571429,0.23433333333333334,7.03,0,4,1990,0
1990-05-01,1.94,29.38,52.8,2.24,0.0,1.12,0.95,0.88,0.2673333333333333,1.94,0,5,1990,1
1990-05-02,4.29,29.89,54.42,2.05,0.0,0.61,0.01,1.4928571428571427,0.41000000000000003,6.23,0,5,1990,1
1990-05-03,0.0,29.58,50.84,2.54,0.0,0.04,0.0,1.4928571428571427,0.41000000000000003,6.2299999999999995,0,5,1990,1
1990-05-04,0.01,30.56,53.29,2.48,2.21,0.0,0.0,1.1785714285714286,0.4103333333333333,6.239999999999999,0,5,1990,1
1990-05-05,0.5,30.87,52.24,2.45,0.45,0.0,0.0,1.1857142857142857,0.427,6.739999999999999,0,5,1990,1
1990-05-06,0.73,31.42,45.41,2.77,0.22,0.0,0.0,1.2585714285714285,0.4513333333333333,7.47,0,5,1990,1
1990-05-07,0.7,31.64,42.39,3.18,1.34,0.0,0.0,1.167142857142857,0.4746666666666667,8.17,0,5,1990,1
1990-05-08,0.15,31.69,44.06,2.91,1.94,0.0,0.0,0.9114285714285714,0.4796666666666667,8.32,0,5,1990,1
1990-05-09,0.22,30.69,53.18,4.14,4.29,0.0,0.0,0.33,0.487,8.54,0,5,1990,1
1990-05-10,0.7,29.56,61.4,4.43,0.0,0.0,0.0,0.43,0.5103333333333333,9.24,0,5,1990,1
1990-05-11,22.51,27.47,72.57,3.67,0.01,2.21,0.0,3.6442857142857146,1.2606666666666666,31.75,0,5,1990,1
1990-05-12,4.69,27.13,70.63,4.34,0.5,0.45,0.0,4.242857142857143,1.4170000000000003,36.440000000000005,0,5,1990,1
1990-05-13,0.07,26.91,67.5,3.95,0.73,0.22,0.0,4.148571428571429,1.4193333333333336,36.510000000000005,0,5,1990,1
1990-05-14,0.25,27.15,65.24,3.92,0.7,1.34,0.0,4.0842857142857145,1.4276666666666669,36.760000000000005,0,5,1990,1
1990-05-15,0.0,27.4,60.06,3.76,0.15,1.94,0.02,4.062857142857143,1.427,36.760000000000005,0,5,1990,1
1990-05-16,0.0,27.44,63.16,4.02,0.22,4.29,0.06,4.031428571428572,1.4250000000000003,36.760000000000005,0,5,1990,1
1990-05-17,0.0,27.84,64.23,4.25,0.7,0.0,1.12,3.931428571428572,1.3876666666666668,36.760000000000005,0,5,1990,1
1990-05-18,4.06,26.56,73.5,4.17,22.51,0.01,0.61,1.2957142857142858,1.5026666666666666,40.82000000000001,0,5,1990,1
1990-05-19,4.17,26.17,75.94,3.01,4.69,0.5,0.04,1.2214285714285715,1.6403333333333334,44.99,0,5,1990,1
1990-05-20,4.07,25.92,75.33,4.18,0.07,0.73,0.0,1.792857142857143,1.776,49.06,0,5,1990,1
1990-05-21,9.42,25.17,76.71,4.27,0.25,0.7,0.0,3.1028571428571428,2.0900000000000003,58.480000000000004,0,5,1990,1
1990-05-22,10.98,24.7,79.65,4.37,0.0,0.15,0.0,4.671428571428572,2.4560000000000004,69.46000000000001,0,5,1990,1
1990-05-23,1.34,25.48,75.16,3.69,0.0,0.22,0.0,4.862857142857143,2.500666666666667,70.80000000000001,0,5,1990,1
1990-05-24,9.38,26.39,76.03,3.34,0.0,0.7,0.0,6.202857142857143,2.8133333333333335,80.18,0,5,1990,1
1990-05-25,6.89,26.43,77.47,3.05,4.06,22.51,0.0,6.607142857142857,3.043,87.07000000000001,0,5,1990,1
1990-05-26,0.74,27.02,74.09,2.4,4.17,4.69,0.0,6.117142857142857,3.0676666666666668,87.81,0,5,1990,1
1990-05-27,28.6,25.24,83.25,2.6,4.07,0.07,2.21,9.621428571428572,3.947333333333334,116.41000000000001,0,5,1990,1
1990-05-28,10.37,24.13,90.14,4.46,9.42,0.25,0.45,9.757142857142856,4.2780000000000005,126.78,0,5,1990,1
1990-05-29,0.35,24.95,78.53,4.96,10.98,0.0,0.22,8.23857142857143,4.282333333333333,127.13000000000001,0,5,1990,1
1990-05-30,11.61,23.9,81.72,4.49,1.34,0.0,1.34,9.705714285714285,4.624666666666667,138.74,0,5,1990,1
1990-05-31,9.22,24.75,80.06,4.39,9.38,0.0,1.94,9.682857142857143,4.867333333333334,147.96,0,5,1990,1
1990-06-01,2.46,25.12,78.35,4.08,6.89,4.06,4.29,9.05,4.806333333333334,2.46,1,6,1990,1
1990-06-02,1.18,25.23,77.93,4.37,0.74,4.17,0.0,9.112857142857143,4.845666666666667,3.6399999999999997,1,6,1990,1
1990-06-03,2.21,24.48,82.22,4.55,28.6,4.07,0.01,5.342857142857142,4.919,5.85,1,6,1990,1
1990-06-04,6.59,25.04,81.35,4.83,10.37,9.42,0.5,4.8028571428571425,5.122,12.44,1,6,1990,1
1990-06-05,10.55,24.51,81.61,4.35,0.35,10.98,0.73,6.259999999999999,5.449333333333334,22.990000000000002,1,6,1990,1
1990-06-06,2.51,24.56,79.33,4.25,11.61,1.34,0.7,4.96,5.509666666666667,25.5,1,6,1990,1
1990-06-07,0.48,25.25,76.19,4.35,9.22,9.38,0.15,3.711428571428571,5.520666666666667,25.98,1,6,1990,1
1990-06-08,8.01,24.07,81.36,4.35,2.46,6.89,0.22,4.5042857142857144,5.780333333333334,33.99,1,6,1990,1
1990-06-09,7.92,22.77,84.58,4.52,1.18,0.74,0.7,5.467142857142858,6.021,41.91,1,6,1990,1
1990-06-10,5.86,23.22,84.12,4.71,2.21,28.6,22.51,5.988571428571428,5.466,47.77,1,6,1990,1
1990-06-11,9.4,23.7,85.82,5.16,6.59,10.37,4.69,6.39,5.623,57.17,1,6,1990,1
1990-06-12,23.07,22.1,87.28,5.5,10.55,0.35,0.07,8.178571428571429,6.389666666666668,80.24000000000001,1,6,1990,1
1990-06-13,12.93,23.29,87.85,4.74,2.51,11.61,0.25,9.667142857142858,6.812333333333333,93.17,1,6,1990,1
1990-06-14,7.12,24.92,81.18,4.83,0.48,9.22,0.0,10.615714285714287,7.049666666666667,100.29,1,6,1990,1
1990-06-15,6.45,23.74,86.04,4.62,8.01,2.46,0.0,10.392857142857142,7.264666666666668,106.74000000000001,1,6,1990,1
1990-06-16,8.56,24.05,84.64,5.34,7.92,1.18,0.0,10.484285714285715,7.550000000000001,115.3,1,6,1990,1
1990-06-17,16.56,23.43,85.54,6.09,5.86,2.21,4.06,12.012857142857143,7.966666666666667,131.86,1,6,1990,1
1990-06-18,5.61,24.19,84.58,6.02,9.4,6.59,4.17,11.471428571428572,8.014666666666667,137.47,1,6,1990,1
1990-06-19,2.03,24.16,84.65,5.61,23.07,10.55,4.07,8.465714285714286,7.946666666666667,139.5,1,6,1990,1
1990-06-20,0.77,24.78,80.89,5.28,12.93,2.51,9.42,6.728571428571428,7.658333333333334,140.27,1,6,1990,1
1990-06-21,0.91,24.85,80.21,4.57,7.12,0.48,10.98,5.841428571428572,7.322666666666667,141.18,1,6,1990,1
1990-06-22,8.56,24.32,83.13,5.65,6.45,8.01,1.34,6.142857142857143,7.5633333333333335,149.74,1,6,1990,1
1990-06-23,7.76,24.21,84.75,5.25,8.56,7.92,9.38,6.028571428571428,7.509333333333333,157.5,1,6,1990,1
1990-06-24,12.33,24.14,84.56,5.07,16.56,5.86,6.89,5.424285714285714,7.690666666666668,169.83,1,6,1990,1
1990-06-25,5.73,23.56,87.09,5.2,5.61,9.4,0.74,5.441428571428572,7.857,175.56,1,6,1990,1
1990-06-26,10.24,23.96,86.09,5.02,2.03,23.07,28.6,6.614285714285714,7.245000000000001,185.8,1,6,1990,1
1990-06-27,27.28,23.8,87.57,4.9,0.77,12.93,10.37,10.401428571428571,7.808666666666667,213.08,1,6,1990,1
1990-06-28,19.13,24.39,87.6,5.27,0.91,7.12,0.35,13.004285714285714,8.434666666666667,232.21,1,6,1990,1
1990-06-29,16.21,24.49,85.88,5.4,8.56,6.45,11.61,14.097142857142858,8.588,248.42000000000002,1,6,1990,1
1990-06-30,15.47,24.04,85.46,6.05,7.76,8.56,9.22,15.198571428571428,8.796333333333333,263.89,1,6,1990,1
1990-07-01,13.33,23.82,85.96,6.01,12.33,16.56,2.46,15.34142857142857,9.158666666666669,13.33,1,7,1990,2
1990-07-02,14.09,23.87,86.47,6.47,5.73,5.61,1.18,16.535714285714285,9.589,27.42,1,7,1990,2
1990-07-03,28.76,23.9,86.32,6.63,10.24,2.03,2.21,19.181428571428572,10.474,56.18,1,7,1990,2
1990-07-04,16.04,24.16,85.98,5.73,27.28,0.77,6.59,17.575714285714287,10.789,72.22,1,7,1990,2
1990-07-05,10.03,24.1,86.88,5.32,19.13,0.91,10.55,16.275714285714287,10.771666666666667,82.25,1,7,1990,2
1990-07-06,10.7,23.82,88.33,3.99,16.21,8.56,2.51,15.48857142857143,11.044666666666666,92.95,1,7,1990,2
1990-07-07,7.2,23.69,86.97,4.07,15.47,7.76,0.48,14.307142857142859,11.268666666666666,100.14999999999999,1,7,1990,2
1990-07-08,27.58,22.48,88.01,4.98,13.33,12.33,8.01,16.342857142857145,11.921,127.72999999999999,1,7,1990,2
1990-07-09,16.74,21.84,87.74,4.33,14.09,5.73,7.92,16.72142857142857,12.215000000000002,144.47,1,7,1990,2
1990-07-10,8.69,22.36,87.56,5.01,28.76,10.24,5.86,13.854285714285712,12.309333333333335,153.16,1,7,1990,2
1990-07-11,17.41,22.46,89.11,5.36,16.04,27.28,9.4,14.049999999999999,12.576333333333332,170.57,1,7,1990,2
1990-07-12,19.88,21.48,91.1,5.18,10.03,19.13,23.07,15.457142857142857,12.469999999999999,190.45,1,7,1990,2
1990-07-13,13.4,21.17,91.54,4.62,10.7,16.21,12.93,15.842857142857142,12.485666666666667,203.85,1,7,1990,2
1990-07-14,6.2,22.96,88.41,5.55,7.2,15.47,7.12,15.7,12.455,210.04999999999998,1,7,1990,2
1990-07-15,12.42,22.55,89.48,5.05,27.58,13.33,6.45,13.534285714285714,12.654,222.47,1,7,1990,2
1990-07-16,6.73,23.11,87.71,5.49,16.74,14.09,8.56,12.104285714285714,12.592999999999998,229.2,1,7,1990,2
1990-07-17,6.44,23.38,87.58,5.84,8.69,28.76,16.56,11.782857142857143,12.255666666666665,235.64,1,7,1990,2
1990-07-18,9.71,23.2,88.4,5.08,17.41,16.04,5.61,10.682857142857143,12.392333333333335,245.35,1,7,1990,2
1990-07-19,11.23,23.4,87.86,4.91,19.88,10.03,2.03,9.447142857142856,12.699000000000002,256.58,1,7,1990,2
1990-07-20,5.61,22.41,87.5,5.06,13.4,10.7,0.77,8.334285714285715,12.860333333333333,262.19,1,7,1990,2
1990-07-21,10.2,21.85,89.31,5.54,6.2,7.2,0.91,8.905714285714286,13.17,272.39,1,7,1990,2
1990-07-22,6.91,23.14,87.72,5.87,12.42,27.58,8.56,8.118571428571428,13.115,279.3,1,7,1990,2
1990-07-23,5.97,23.04,88.69,5.72,6.73,16.74,7.76,8.01,13.055333333333333,285.27,1,7,1990,2
1990-07-24,5.74,23.36,86.6,5.53,6.44,8.69,12.33,7.909999999999999,12.835666666666667,291.01,1,7,1990,2
1990-07-25,4.88,23.34,86.6,5.13,9.71,17.41,5.73,7.22,12.807333333333334,295.89,1,7,1990,2
1990-07-26,3.48,23.23,86.18,4.56,11.23,19.88,10.24,6.112857142857143,12.581999999999999,299.37,1,7,1990,2
1990-07-27,1.96,23.27,85.18,4.33,5.61,13.4,27.28,5.591428571428571,11.738000000000001,301.33,1,7,1990,2
1990-07-28,1.25,23.26,84.99,4.16,10.2,6.2,19.13,4.312857142857143,11.142000000000001,302.58,1,7,1990,2
1990-07-29,1.01,23.4,85.34,3.94,6.91,12.42,16.21,3.4699999999999998,10.635333333333334,303.59,1,7,1990,2
1990-07-30,1.47,23.7,84.62,4.24,5.97,6.73,15.47,2.827142857142857,10.168666666666667,305.06,1,7,1990,2
1990-07-31,2.07,23.44,84.77,4.57,5.74,6.44,13.33,2.3028571428571425,9.793333333333333,307.13,1,7,1990,2
1990-08-01,2.11,23.54,85.2,4.34,4.88,9.71,14.09,1.907142857142857,9.394,2.11,1,8,1990,1
1990-08-02,4.63,23.62,86.12,4.32,3.48,11.23,28.76,2.0714285714285716,8.589666666666666,6.74,1,8,1990,1
1990-08-03,10.23,23.95,84.77,4.67,1.96,5.61,16.04,3.252857142857143,8.396,16.97,1,8,1990,1
1990-08-04,7.01,23.72,84.67,4.23,1.25,10.2,10.03,4.075714285714286,8.295333333333334,23.98,1,8,1990,1
1990-08-05,4.64,23.75,84.8,4.57,1.01,6.91,10.7,4.594285714285713,8.093333333333334,28.62,1,8,1990,1
1990-08-06,10.24,23.36,85.32,4.25,1.47,5.97,7.2,5.847142857142857,8.194666666666667,38.86,1,8,1990,1
1990-08-07,5.1,22.87,87.46,4.05,2.07,5.74,27.58,6.28,7.445333333333333,43.96,1,8,1990,1
1990-08-08,10.78,22.37,89.05,4.39,2.11,4.88,16.74,7.518571428571428,7.246666666666667,54.739999999999995,1,8,1990,1
1990-08-09,16.54,22.86,89.15,4.09,4.63,3.48,8.69,9.219999999999999,7.508333333333335,71.28,1,8,1990,1
1990-08-10,22.18,22.89,88.5,5.0,10.23,1.96,17.41,10.927142857142856,7.667333333333334,93.46,1,8,1990,1
1990-08-11,16.39,22.96,88.35,5.18,7.01,1.25,19.88,12.267142857142856,7.551,109.85,1,8,1990,1
1990-08-12,11.31,22.98,88.17,5.79,4.64,1.01,13.4,13.219999999999999,7.4813333333333345,121.16,1,8,1990,1
1990-08-13,11.74,22.44,90.72,5.07,10.24,1.47,6.2,13.434285714285712,7.666,132.9,1,8,1990,1
1990-08-14,15.45,22.26,90.81,4.9,5.1,2.07,12.42,14.912857142857144,7.767,148.35,1,8,1990,1
1990-08-15,19.08,22.12,91.97,5.12,10.78,2.11,6.73,16.09857142857143,8.178666666666667,167.43,1,8,1990,1
1990-08-16,12.53,22.35,91.6,6.21,16.54,4.63,6.44,15.525714285714285,8.381666666666666,179.96,1,8,1990,1
1990-08-17,14.09,23.23,87.96,6.72,22.18,10.23,9.71,14.370000000000001,8.527666666666667,194.04999999999998,1,8,1990,1
1990-08-18,11.29,22.95,87.49,6.43,16.39,7.01,11.23,13.641428571428571,8.529666666666666,205.34,1,8,1990,1
1990-08-19,5.97,22.8,87.58,5.86,11.31,4.64,5.61,12.878571428571428,8.541666666666666,211.31,1,8,1990,1
1990-08-20,2.29,22.81,86.5,5.81,11.74,10.24,10.2,11.528571428571428,8.278,213.6,1,8,1990,1
1990-08-21,8.37,22.06,88.65,5.37,15.45,5.1,6.91,10.517142857142858,8.326666666666666,221.97,1,8,1990,1
1990-08-22,8.86,21.98,87.78,5.4,19.08,10.78,5.97,9.057142857142857,8.423,230.82999999999998,1,8,1990,1
1990-08-23,7.14,22.5,87.12,5.44,12.53,16.54,5.74,8.287142857142857,8.469666666666667,237.97,1,8,1990,1
1990-08-24,12.19,22.64,87.04,4.71,14.09,22.18,4.88,8.015714285714285,8.713333333333333,250.16,1,8,1990,1
1990-08-25,7.96,23.29,86.8,4.27,11.29,16.39,3.48,7.539999999999999,8.862666666666666,258.12,1,8,1990,1
1990-08-26,4.28,23.38,86.62,4.17,5.97,11.31,1.96,7.298571428571428,8.94,262.4,1,8,1990,1
1990-08-27,3.41,23.0,88.61,3.66,2.29,11.74,1.25,7.458571428571429,9.012,265.81,1,8,1990,1
1990-08-28,2.82,22.27,89.61,3.4,8.37,15.45,1.01,6.665714285714286,9.072333333333335,268.63,1,8,1990,1
1990-08-29,3.55,21.59,91.33,3.93,8.86,19.08,1.47,5.9071428571428575,9.141666666666667,272.18,1,8,1990,1
1990-08-30,5.19,23.08,86.47,4.86,7.14,12.53,2.07,5.628571428571429,9.245666666666667,277.37,1,8,1990,1
1990-08-31,4.02,23.04,85.61,4.83,12.19,14.09,2.11,4.461428571428572,9.309333333333335,281.39,1,8,1990,1
1990-09-01,6.56,23.13,86.6,4.23,7.96,11.29,4.63,4.261428571428572,9.373666666666667,6.56,1,9,1990,1
1990-09-02,6.12,23.33,85.47,3.9,4.28,5.97,10.23,4.524285714285714,9.236666666666668,12.68,1,9,1990,1
1990-09-03,2.88,23.24,85.25,4.05,3.41,2.29,7.01,4.448571428571428,9.099,15.559999999999999,1,9,1990,1
1990-09-04,3.01,23.6,85.21,4.47,2.82,8.37,4.64,4.475714285714286,9.044666666666666,18.57,1,9,1990,1
1990-09-05,2.98,23.58,85.14,4.52,3.55,8.86,10.24,4.394285714285714,8.802666666666669,21.55,1,9,1990,1
1990-09-06,16.02,23.01,87.27,4.05,5.19,7.14,5.1,5.941428571428572,9.166666666666666,37.57,1,9,1990,1
1990-09-07,11.38,22.65,88.5,3.71,4.02,12.19,10.78,6.992857142857143,9.186666666666666,48.95,1,9,1990,1
1990-09-08,3.65,22.68,88.56,3.06,6.56,7.96,16.54,6.577142857142857,8.757000000000001,52.6,1,9,1990,1
1990-09-09,1.75,23.57,84.51,3.0,6.12,4.28,22.18,5.952857142857143,8.076,54.35,1,9,1990,1
