STATE_UT_NAME,DISTRICT,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,monsoon_total,winter_total,summer_total,annual_total
HIMACHAL,KANGRA,83.0,80.2,84.9,39.9,45.1,145.6,583.2,619.4,233.9,48.1,15.8,40.7,1582.1,163.2,169.9,2019.8
HIMACHAL,KINNAUR,102.1,107.8,113.9,77.4,69.4,37.1,75.0,81.3,70.8,35.4,17.5,48.7,264.2,209.9,260.7,836.4
HIMACHAL,KULLU,86.9,97.0,135.2,79.5,72.1,82.4,184.8,165.9,86.6,32.0,23.4,42.3,519.7,183.9,286.8,1088.1
HIMACHAL,LAHUL & SPITI,132.8,137.1,176.6,108.9,91.7,52.4,164.5,139.9,101.4,52.2,29.6,61.7,458.2,269.9,377.2,1248.8
HIMACHAL,MANDI,71.1,67.5,81.7,48.3,64.3,160.1,411.2,370.1,152.0,34.4,15.3,30.9,1093.4,138.6,194.3,1506.9
HIMACHAL,HAMIRPUR,73.0,61.4,59.1,27.1,42.7,143.3,384.8,391.2,159.6,41.1,13.9,31.0,1078.9,134.4,128.9,1428.2
HIMACHAL,SHIMLA,69.1,70.3,80.0,48.3,65.0,104.7,226.9,189.0,113.3,32.6,13.9,28.3,633.9,139.4,193.3,1041.4
HIMACHAL,SIRMAUR,58.4,53.3,42.4,20.4,31.9,140.9,508.0,485.6,190.1,44.0,9.2,34.1,1324.6,111.7,94.7,1618.3
HIMACHAL,SOLAN,71.7,66.1,62.6,27.9,48.8,130.3,368.4,331.8,169.6,44.1,12.9,32.0,1000.1,137.8,139.3,1366.2
HIMACHAL,UNA,46.3,45.1,40.9,17.2,26.8,67.6,340.0,310.3,144.8,32.1,15.5,24.1,862.7,91.4,84.9,1110.7
JAMMU AND KASHMIR,ANANTNAG,83.2,100.7,152.7,113.4,101.1,65.2,87.4,82.1,50.4,39.5,38.5,55.4,285.1,183.9,367.2,969.6
JAMMU AND KASHMIR,BARAMULLA,116.1,157.0,189.6,145.9,111.4,60.5,71.2,70.0,46.0,47.6,35.9,80.8,247.7,273.1,446.9,1132.0
JAMMU AND KASHMIR,DODA,119.4,161.8,213.5,127.5,100.4,72.6,146.4,125.8,96.6,40.9,46.5,84.1,441.4,281.2,441.4,1335.5
JAMMU AND KASHMIR,JAMMU,56.3,66.6,68.9,37.2,39.9,63.9,366.6,323.6,106.4,31.5,15.7,34.7,860.5,122.9,146.0,1211.3
JAMMU AND KASHMIR,KATHUA,85.7,59.0,45.4,20.0,12.5,62.5,387.8,404.2,127.5,29.0,8.6,26.0,982.0,144.7,77.9,1268.2
JAMMU AND KASHMIR,LADAKH (LEH),8.1,7.3,8.8,8.0,8.0,3.8,13.1,14.1,8.6,7.2,3.6,4.0,39.6,15.4,24.8,94.6
JAMMU AND KASHMIR,UDHAMPUR,108.5,120.3,134.8,64.3,41.1,91.5,514.7,551.1,219.9,42.6,24.8,60.3,1377.2,228.8,240.2,1973.9
JAMMU AND KASHMIR,BADGAM,56.6,65.9,106.8,88.1,79.3,35.3,55.5,55.1,40.5,32.8,27.7,28.1,186.4,122.5,274.2,671.7
JAMMU AND KASHMIR,KUPWARA,87.1,126.3,240.6,154.8,99.6,59.0,88.0,74.7,31.5,51.1,52.0,68.0,253.2,213.4,495.0,1132.7
JAMMU AND KASHMIR,PULWAMA,42.5,48.2,77.2,72.4,57.9,25.5,42.5,47.4,36.0,21.0,12.9,21.1,151.4,90.7,207.5,504.6
JAMMU AND KASHMIR,SRINAGAR,56.7,68.8,104.0,86.8,68.0,37.4,55.6,60.9,30.4,31.7,29.0,44.3,184.3,125.5,258.8,673.6
JAMMU AND KASHMIR,KARGIL,25.6,25.6,25.1,19.7,22.0,5.5,11.6,24.0,8.6,14.5,20.6,20.5,49.7,51.2,66.8,223.3
JAMMU AND KASHMIR,POONCH,138.9,124.2,158.5,99.0,69.6,116.6,344.2,191.5,108.2,27.4,40.4,55.6,760.5,263.1,327.1,1474.1
JAMMU AND KASHMIR,RAJOURI,59.3,66.7,60.6,23.6,27.5,46.4,249.0,253.8,100.3,38.8,11.3,19.9,649.5,126.0,111.7,957.2
JAMMU AND KASHMIR,BANDIPORE,68.7,93.3,119.6,89.4,63.5,30.8,46.1,57.8,33.9,38.0,26.6,32.7,168.6,162.0,272.5,700.4
JAMMU AND KASHMIR,GANDERWAL,56.7,68.8,104.0,86.8,68.0,37.4,55.6,60.9,30.4,31.7,29.0,44.3,184.3,125.5,258.8,673.6
JAMMU AND KASHMIR,KULGAM/(ANT),75.9,70.6,131.9,130.6,107.1,41.6,79.9,78.8,68.6,38.1,27.8,28.0,268.9,146.5,369.6,878.9
JAMMU AND KASHMIR,SHOPAN,48.5,72.9,119.1,121.3,90.8,42.7,85.1,91.9,46.0,31.9,28.6,39.9,265.7,121.4,331.2,818.7
JAMMU AND KASHMIR,SAMBA,56.3,66.6,68.9,37.2,39.9,63.9,366.6,323.6,106.4,31.5,15.7,34.7,860.5,122.9,146.0,1211.3
JAMMU AND KASHMIR,KISTWAR,119.4,161.8,213.5,127.5,100.4,72.6,146.4,125.8,96.6,40.9,46.5,84.1,441.4,281.2,441.4,1335.5
JAMMU AND KASHMIR,REASI,101.5,93.0,84.6,43.5,40.0,83.2,440.5,556.9,242.0,42.2,12.2,56.9,1322.6,194.5,168.1,1796.5
JAMMU AND KASHMIR,RAMBAN(DDA),144.5,190.8,211.6,112.9,85.0,61.4,132.2,120.2,86.8,42.1,43.6,97.3,400.6,335.3,409.5,1328.4
RAJASTHAN,BARMER,1.2,1.7,2.3,3.2,9.1,27.4,88.6,86.7,40.7,4.1,3.2,0.4,243.4,2.9,14.6,268.6
RAJASTHAN,BIKANER,4.1,7.8,5.7,4.1,14.3,29.2,85.7,74.6,39.2,4.4,2.5,2.4,228.7,11.9,24.1,274.0
RAJASTHAN,CHURU,6.2,7.4,6.3,4.9,16.4,37.7,126.6,101.7,47.7,9.9,2.4,2.4,313.7,13.6,27.6,369.6
RAJASTHAN,SRI GANGANAGA,6.0,8.0,9.3,7.0,11.6,25.5,79.3,64.9,31.7,3.1,2.1,4.4,201.4,14.0,27.9,252.9
RAJASTHAN,JAISALMER,1.7,2.9,2.2,3.8,6.6,19.4,59.3,56.9,22.8,3.1,1.5,1.0,158.4,4.6,12.6,181.2
RAJASTHAN,JALORE,1.8,1.1,2.6,1.4,8.2,34.5,161.1,132.2,66.4,9.2,7.6,1.0,394.2,2.9,12.2,427.1
RAJASTHAN,JODHPUR,2.9,3.1,2.7,5.2,11.1,27.9,109.5,94.6,42.5,4.9,2.7,1.0,274.5,6.0,19.0,308.1
RAJASTHAN,NAGAUR,4.1,5.5,2.7,4.7,15.3,42.5,142.6,116.0,47.4,7.9,2.6,2.8,348.5,9.6,22.7,394.1
RAJASTHAN,PALI,3.7,2.5,2.9,2.7,9.5,41.9,177.3,152.9,74.6,11.9,4.6,1.2,446.7,6.2,15.1,485.7
RAJASTHAN,HANUMANGARH,7.5,8.6,5.7,4.9,13.0,32.2,103.4,83.4,33.5,3.4,3.6,2.4,252.5,16.1,23.6,301.6
RAJASTHAN,AJMER,3.7,2.0,2.1,2.2,8.9,43.6,171.0,155.0,60.0,9.7,2.5,1.5,429.6,5.7,13.2,462.2
RAJASTHAN,ALWAR,9.6,10.2,5.6,5.5,15.8,44.2,196.9,213.3,100.9,20.0,4.1,4.8,555.3,19.8,26.9,630.9
RAJASTHAN,BANSWARA,2.8,0.5,1.6,0.9,5.2,97.7,284.3,302.5,147.3,24.4,12.6,3.2,831.8,3.3,7.7,883.0
RAJASTHAN,BHARATPUR,9.3,8.9,5.3,3.8,11.2,40.4,184.7,229.8,102.7,17.7,3.4,3.9,557.6,18.2,20.3,621.1
RAJASTHAN,BHILWARA,4.8,3.8,3.9,3.0,10.4,60.0,213.6,217.7,89.6,11.7,8.0,3.7,580.9,8.6,17.3,630.2
RAJASTHAN,BUNDI,5.6,3.3,3.3,2.3,6.6,62.2,256.6,235.8,101.3,16.7,8.3,3.6,655.9,8.9,12.2,705.6
RAJASTHAN,CHITTORGARH,4.3,1.5,2.7,3.3,10.1,71.5,249.9,269.9,118.4,18.1,13.2,2.4,709.7,5.8,16.1,765.3
RAJASTHAN,DUNGARPUR,1.7,0.6,1.8,1.2,4.6,77.1,228.5,221.9,110.3,14.8,12.6,2.7,637.8,2.3,7.6,677.8
RAJASTHAN,JAIPUR,6.7,7.5,2.4,3.9,15.0,52.1,206.9,192.5,73.1,11.8,2.7,2.6,524.6,14.2,21.3,577.2
RAJASTHAN,JHALAWAR,6.8,2.3,3.4,1.4,7.0,84.1,285.8,335.8,149.4,27.0,11.6,5.6,855.1,9.1,11.8,920.2
RAJASTHAN,JHUNJHUNU,7.7,9.1,6.3,5.0,20.7,52.9,153.1,144.0,60.0,13.3,3.5,5.4,410.0,16.8,32.0,481.0
RAJASTHAN,KOTA,6.8,3.2,3.2,2.5,6.9,69.8,275.2,276.8,124.5,24.9,10.6,3.5,746.3,10.0,12.6,807.9
RAJASTHAN,SAWAI MADHOPUR,7.3,6.4,2.9,2.9,9.8,53.9,253.4,264.5,92.2,19.4,4.7,3.6,664.0,13.7,15.6,721.0
RAJASTHAN,SIKAR,7.2,8.3,4.2,4.7,19.1,48.2,167.1,134.0,53.2,10.7,3.8,3.3,402.5,15.5,28.0,463.8
RAJASTHAN,SIROHI,4.1,1.5,3.2,2.7,10.1,72.2,332.0,313.0,151.4,12.9,8.6,1.7,868.6,5.6,16.0,913.4
RAJASTHAN,TONK,5.0,5.3,2.7,3.0,10.1,56.1,219.7,210.5,79.7,13.9,4.9,3.0,566.0,10.3,15.8,613.9
RAJASTHAN,UDAIPUR,2.8,2.0,4.3,2.2,8.2,73.6,207.5,203.7,106.5,15.2,11.1,2.6,591.3,4.8,14.7,639.7
RAJASTHAN,DHOLPUR,8.6,9.5,7.0,2.5,8.6,54.5,211.7,266.1,117.7,26.3,4.3,5.3,650.0,18.1,18.1,722.1
RAJASTHAN,BARAN,7.1,3.2,2.8,1.7,6.5,73.3,295.3,303.6,120.0,25.2,9.7,4.3,792.2,10.3,11.0,852.7
RAJASTHAN,DAUSA,8.7,7.0,4.2,4.1,12.8,52.4,237.0,228.2,94.5,17.1,4.7,4.1,612.1,15.7,21.1,674.8
RAJASTHAN,RAJSAMAND,4.0,2.2,3.7,2.6,12.3,68.1,176.8,177.6,83.5,13.7,6.9,3.1,506.0,6.2,18.6,554.5
RAJASTHAN,KARAULI,9.1,7.7,3.5,2.4,9.9,50.8,220.5,269.8,96.3,17.0,5.4,3.8,637.4,16.8,15.8,696.2
RAJASTHAN,PRATAPGARH(CHT,3.6,1.2,3.4,3.3,5.8,108.3,283.3,290.4,163.8,32.8,16.4,3.0,845.8,4.8,12.5,915.3
MADHYA PRADESH,BETUL,7.5,8.5,9.3,5.9,6.4,137.0,290.6,293.4,197.5,49.4,13.4,9.9,918.5,16.0,21.6,1028.8
MADHYA PRADESH,VIDISHA,14.0,8.2,5.1,1.4,4.4,110.3,356.2,376.0,162.5,24.0,11.9,10.8,1005.0,22.2,10.9,1084.8
MADHYA PRADESH,BHIND,10.4,7.1,4.2,1.3,4.6,55.6,221.5,261.4,147.0,39.5,3.9,6.9,685.5,17.5,10.1,763.4
MADHYA PRADESH,DATIA,9.1,8.5,5.0,3.4,6.6,62.2,246.0,293.0,174.6,39.8,4.1,7.9,775.8,17.6,15.0,860.2
MADHYA PRADESH,DEWAS,7.5,4.0,3.8,1.3,6.2,127.9,311.6,330.7,179.6,34.4,13.5,10.9,949.8,11.5,11.3,1031.4
MADHYA PRADESH,DHAR,3.3,1.0,1.4,0.8,4.1,126.4,266.3,261.5,172.6,34.8,11.1,2.8,826.8,4.3,6.3,886.1
MADHYA PRADESH,GUNA,12.1,7.1,6.3,2.7,8.6,87.3,336.6,356.0,163.1,28.6,10.6,9.3,943.0,19.2,17.6,1028.3
MADHYA PRADESH,GWALIOR,14.5,8.6,5.5,3.7,8.2,71.8,258.0,289.7,171.1,41.5,5.1,8.2,790.6,23.1,17.4,885.9
MADHYA PRADESH,HOSHANGABAD,11.8,8.3,9.1,3.2,8.1,140.3,416.6,464.4,267.8,37.4,15.0,10.2,1289.1,20.1,20.4,1392.2
MADHYA PRADESH,INDORE,5.9,2.3,1.8,1.2,8.3,120.4,270.9,266.9,181.5,38.3,14.1,5.7,839.7,8.2,11.3,917.3
MADHYA PRADESH,JHABUA,2.6,0.3,0.9,0.9,7.8,108.2,240.6,248.3,148.2,39.0,12.4,3.6,745.3,2.9,9.6,812.8
MADHYA PRADESH,MANDSAUR,4.9,1.8,3.8,3.9,3.6,81.7,276.7,276.9,144.7,35.8,13.0,3.3,780.0,6.7,11.3,850.1
MADHYA PRADESH,MORENA,11.7,7.5,5.3,2.6,6.5,52.7,236.0,284.1,135.4,25.8,3.0,6.4,708.2,19.2,14.4,777.0
MADHYA PRADESH,KHANDWA,7.3,4.1,5.8,2.0,9.7,125.3,268.1,279.0,178.4,35.4,14.6,10.3,850.8,11.4,17.5,940.0
MADHYA PRADESH,KHARGONE,5.0,2.8,2.1,1.4,7.1,131.5,229.2,237.3,160.5,31.5,10.7,7.8,758.5,7.8,10.6,826.9
MADHYA PRADESH,RAISEN,10.2,9.4,6.4,1.8,6.4,128.9,373.1,405.9,206.9,32.9,9.9,8.7,1114.8,19.6,14.6,1200.5
MADHYA PRADESH,RAJGARH,10.1,3.9,4.8,1.4,5.6,94.6,301.5,339.5,154.6,27.0,14.6,9.1,890.2,14.0,11.8,966.7
MADHYA PRADESH,RATLAM,4.7,1.9,2.1,2.0,5.1,103.9,295.4,299.2,172.8,41.1,12.7,6.9,871.3,6.6,9.2,947.8
MADHYA PRADESH,SEHORE,9.0,6.8,4.2,1.2,7.0,125.1,349.6,391.5,201.3,33.5,14.2,9.2,1067.5,15.8,12.4,1152.6
MADHYA PRADESH,SHAJAPUR,10.2,3.3,3.7,1.8,6.9,95.6,299.0,316.3,163.0,29.2,11.6,8.8,873.9,13.5,12.4,949.4
MADHYA PRADESH,SHIVPURI,13.0,6.8,3.6,2.3,6.9,70.5,276.1,280.0,153.2,31.8,7.5,7.7,779.8,19.8,12.8,859.4
MADHYA PRADESH,UJJAIN,6.4,2.1,2.0,0.8,5.4,104.7,276.6,291.6,160.8,35.0,12.9,7.4,833.7,8.5,8.2,905.7
MADHYA PRADESH,BHOPAL,11.8,7.0,6.5,2.5,9.7,111.8,338.5,355.9,192.4,33.8,8.3,9.5,998.6,18.8,18.7,1087.7
MADHYA PRADESH,HARDA,9.0,6.2,3.1,0.9,6.4,110.3,340.6,379.8,211.6,37.0,14.2,9.2,1042.3,15.2,10.4,1128.3
MADHYA PRADESH,NEEMUCH,4.5,2.8,3.7,2.3,6.1,85.2,264.5,258.8,138.9,31.2,12.3,3.5,747.4,7.3,12.1,813.8
MADHYA PRADESH,SHEOPUR,9.8,3.3,4.3,2.2,6.8,69.1,271.8,278.2,108.3,27.7,4.9,5.5,727.4,13.1,13.3,791.9
MADHYA PRADESH,BARWANI,2.9,0.8,1.9,0.9,7.2,105.6,198.0,194.6,137.2,35.5,10.8,5.8,635.4,3.7,10.0,701.2
MADHYA PRADESH,ASHOKNAGAR(GNA,7.2,6.5,3.0,0.7,1.8,71.2,315.6,314.0,164.3,25.1,5.5,11.8,865.1,13.7,5.5,926.7
MADHYA PRADESH,BURHANPUR,4.2,2.9,6.7,2.1,16.2,158.9,223.9,251.8,149.6,45.7,16.2,10.9,784.2,7.1,25.0,889.1
MADHYA PRADESH,ALIRAJPUR(JBA),3.9,2.2,1.7,1.7,8.3,113.9,270.8,257.0,157.3,30.8,11.0,5.0,799.0,6.1,11.7,863.6
MADHYA PRADESH,BALAGHAT,20.9,15.3,15.1,7.1,6.7,184.5,475.3,451.9,222.9,56.4,8.2,17.3,1334.6,36.2,28.9,1481.6
MADHYA PRADESH,CHHATARPUR,17.6,12.6,6.0,3.1,5.3,95.0,317.3,369.6,203.1,34.2,9.2,8.4,985.0,30.2,14.4,1081.4
MADHYA PRADESH,CHHINDWARA,17.5,14.7,17.3,8.0,8.8,146.8,283.6,278.0,174.4,43.5,16.2,12.8,882.8,32.2,34.1,1021.6
MADHYA PRADESH,JABALPUR,18.2,11.4,11.4,3.7,7.6,124.6,355.1,411.1,199.5,32.9,7.9,9.0,1090.3,29.6,22.7,1192.4
MADHYA PRADESH,MANDLA,24.7,22.6,22.8,9.6,7.5,157.4,432.2,442.5,213.7,40.4,9.0,14.6,1245.8,47.3,39.9,1397.0
MADHYA PRADESH,NARSINGHPUR,10.8,10.6,5.8,2.0,6.0,113.1,353.7,383.0,217.3,30.0,7.9,6.2,1067.1,21.4,13.8,1146.4
MADHYA PRADESH,PANNA,22.5,14.8,8.7,2.5,4.1,111.8,358.7,391.4,210.2,31.4,7.8,7.8,1072.1,37.3,15.3,1171.7
MADHYA PRADESH,REWA,18.0,13.9,10.4,3.0,4.7,121.4,307.0,326.7,216.6,31.4,8.8,6.6,971.7,31.9,18.1,1068.5
MADHYA PRADESH,SAGAR,17.8,12.2,10.0,2.3,6.9,127.7,352.6,410.0,197.8,33.3,11.5,10.1,1088.1,30.0,19.2,1192.2
MADHYA PRADESH,SATNA,23.1,15.7,9.5,3.8,4.6,120.7,305.7,333.0,193.8,32.1,8.6,5.5,953.2,38.8,17.9,1056.1
MADHYA PRADESH,SEONI,18.4,18.7,22.7,9.6,9.8,163.6,357.9,324.1,192.8,44.4,15.9,13.9,1038.4,37.1,42.1,1191.8
MADHYA PRADESH,SHAHDOL,23.5,19.1,13.1,5.0,7.7,122.6,313.8,364.2,194.1,31.5,6.2,9.1,994.7,42.6,25.8,1109.9
MADHYA PRADESH,SIDHI,20.7,14.7,11.6,3.4,9.4,129.1,323.3,332.6,231.4,35.5,8.0,7.3,1016.4,35.4,24.4,1127.0
MADHYA PRADESH,TIKAMGARH,20.1,7.1,4.5,1.8,4.9,82.8,281.9,332.8,155.7,29.4,7.4,10.1,853.2,27.2,11.2,938.5
MADHYA PRADESH,KATNI,19.9,13.7,9.1,2.2,3.3,112.2,354.4,391.1,193.6,30.9,5.0,5.7,1051.3,33.6,14.6,1141.1
MADHYA PRADESH,DINDORI,19.6,19.4,13.8,5.0,9.1,196.9,413.3,403.4,192.3,37.2,10.1,16.6,1205.9,39.0,27.9,1336.7
MADHYA PRADESH,UMARIA,26.7,21.5,16.2,7.4,7.9,124.9,339.8,415.2,214.0,38.7,9.7,13.7,1093.9,48.2,31.5,1235.7
MADHYA PRADESH,DAMOH,20.2,16.5,10.9,5.6,5.3,121.6,360.3,399.1,190.0,32.6,9.2,9.3,1071.0,36.7,21.8,1180.6
MADHYA PRADESH,ANUPPUR(SHAHD,29.5,24.8,20.5,14.7,19.9,177.6,386.3,387.2,223.7,47.0,8.1,15.2,1174.8,54.3,55.1,1354.5
MADHYA PRADESH,SINGRAULI,10.4,12.6,7.8,3.4,4.8,112.1,262.3,272.8,185.1,38.2,4.4,7.3,832.3,23.0,16.0,921.2
GUJARAT,AHMEDABAD,0.8,0.3,0.5,0.7,5.9,91.0,215.4,190.8,105.4,19.1,8.2,1.8,602.6,1.1,7.1,639.9
GUJARAT,BANASKANTHA,1.4,1.3,2.4,0.9,3.7,63.4,220.0,181.5,98.6,16.7,7.4,1.1,563.5,2.7,7.0,598.4
GUJARAT,BARODA,1.2,0.0,0.5,0.8,4.6,138.8,332.5,306.3,165.2,25.9,14.0,2.4,942.8,1.2,5.9,992.2
GUJARAT,BHARUCH,0.3,0.1,0.8,0.1,4.9,135.4,283.2,221.2,146.4,22.9,8.3,1.3,786.2,0.4,5.8,824.9
GUJARAT,VALSAD,0.7,0.1,0.5,0.0,6.3,350.5,771.8,522.1,306.9,48.0,13.8,1.0,1951.3,0.8,6.8,2021.7
GUJARAT,DANGS,1.5,1.0,1.4,3.4,12.5,258.6,749.8,588.6,364.7,66.0,13.1,2.4,1961.7,2.5,17.3,2063.0
GUJARAT,KHEDA,1.2,0.4,1.3,0.4,4.5,110.3,291.0,259.8,150.5,18.0,11.3,1.4,811.6,1.6,6.2,850.1
GUJARAT,MEHSANA,1.3,0.6,1.0,1.0,5.7,73.9,248.2,208.0,125.6,18.4,7.0,2.0,655.7,1.9,7.7,692.7
GUJARAT,PANCHMAHALS,1.0,0.1,0.7,0.3,6.0,114.5,311.5,322.6,163.5,25.2,12.1,1.8,912.1,1.1,7.0,959.3
GUJARAT,SABARKANTHA,1.1,0.6,2.3,1.4,4.5,89.1,289.0,260.8,139.8,18.5,7.3,1.9,778.7,1.7,8.2,816.3
GUJARAT,SURAT,0.0,0.1,0.9,0.1,5.4,223.4,495.7,326.6,207.9,31.7,11.5,1.4,1253.6,0.1,6.4,1304.7
GUJARAT,GANDHINAGAR,0.9,0.6,0.7,0.4,6.8,72.3,280.6,223.3,139.4,18.5,6.6,2.6,715.6,1.5,7.9,752.7
GUJARAT,NARMADA(BRC),0.5,0.0,1.1,0.2,6.0,164.4,405.2,348.6,181.6,26.4,8.1,1.6,1099.8,0.5,7.3,1143.7
GUJARAT,NAVSARI(VSD),0.6,0.1,0.8,0.0,7.2,305.3,728.9,484.8,284.3,42.1,10.8,1.5,1803.3,0.7,8.0,1866.4
GUJARAT,ANAND(KHR),1.2,0.3,1.6,0.4,3.7,119.5,277.3,261.2,130.9,19.2,16.9,2.4,788.9,1.5,5.7,834.6
GUJARAT,PATAN(MHSN),1.1,0.9,1.5,0.3,3.8,56.9,206.3,166.0,84.7,10.2,6.6,1.3,513.9,2.0,5.6,539.6
GUJARAT,DAHOD(PNML),1.8,0.2,1.3,1.0,4.5,111.0,284.6,292.0,165.7,27.8,11.0,2.7,853.3,2.0,6.8,903.6
GUJARAT,TAPI(SRT),0.0,0.0,0.8,0.1,8.1,234.8,574.5,442.7,232.9,28.0,11.0,3.1,1484.9,0.0,9.0,1536.0
GUJARAT,AMRELI,0.6,0.2,1.4,0.2,3.2,104.8,190.8,126.2,96.4,25.4,16.6,1.5,518.2,0.8,4.8,567.3
GUJARAT,BHAVNAGAR,0.5,0.3,1.2,0.1,2.9,115.5,178.8,140.0,103.4,22.2,12.4,1.0,537.7,0.8,4.2,578.3
GUJARAT,JAMNAGAR,0.6,1.0,2.7,0.3,1.5,89.1,196.6,118.0,58.7,16.8,12.0,0.7,462.4,1.6,4.5,498.0
GUJARAT,JUNAGADH,0.5,0.4,0.3,0.1,1.2,190.2,334.1,165.5,97.4,27.6,12.7,0.4,787.2,0.9,1.6,830.4
GUJARAT,KUTCH,0.6,0.7,1.7,0.2,2.8,45.1,151.5,103.9,60.8,12.5,7.7,1.3,361.3,1.3,4.7,388.8
GUJARAT,RAJKOT,0.3,0.0,0.9,0.4,2.9,96.6,216.4,144.2,82.9,22.9,10.1,1.5,540.1,0.3,4.2,579.1
GUJARAT,SURENDRANAGAR,0.2,0.0,0.1,0.3,4.7,99.7,168.8,148.1,83.2,17.5,11.3,0.7,499.8,0.2,5.1,534.6
GUJARAT,PORBANDAR,0.5,0.9,1.3,0.1,1.6,166.3,277.3,145.6,83.5,25.2,13.7,0.6,672.7,1.4,3.0,716.6
DADAR NAGAR HAVELI,DNH,0.4,0.3,0.0,0.0,7.4,385.1,884.5,655.9,391.4,38.6,10.5,0.0,2316.9,0.7,7.4,2374.1
DAMAN AND DUI,DAMAN,0.4,0.3,0.0,0.0,7.4,385.1,884.5,655.9,391.4,38.6,10.5,0.0,2316.9,0.7,7.4,2374.1
DAMAN AND DUI,DIU,0.7,0.7,0.4,0.2,0.9,167.9,281.7,133.3,63.8,32.5,14.3,0.9,646.7,1.4,1.5,697.3
MAHARASHTRA,MUMBAI CITY,1.0,1.0,0.4,1.0,18.0,539.0,785.4,508.7,309.3,77.1,12.3,4.3,2142.4,2.0,19.4,2257.5
MAHARASHTRA,RAIGAD,0.2,0.2,0.1,1.8,20.3,656.8,1209.8,852.8,398.3,114.6,19.7,4.3,3117.7,0.4,22.2,3278.9
MAHARASHTRA,RATNAGIRI,0.1,0.0,0.1,3.5,31.7,829.9,1212.7,859.2,359.7,143.1,24.9,5.7,3261.5,0.1,35.3,3470.6
MAHARASHTRA,THANE,0.2,0.3,0.3,0.7,13.9,436.4,973.7,677.8,340.4,84.5,12.4,1.5,2428.3,0.5,14.9,2542.1
MAHARASHTRA,SINDHUDURG,0.3,0.1,0.4,4.3,58.9,909.5,1100.0,706.9,305.4,142.9,30.5,10.0,3021.8,0.4,63.6,3269.2
MAHARASHTRA,MUMBAI SUB,1.0,1.0,0.4,1.0,18.0,539.0,785.4,508.7,309.3,77.1,12.3,4.3,2142.4,2.0,19.4,2257.5
GOA,NORTH GOA,0.4,0.0,0.7,9.0,94.3,949.8,1182.6,730.2,292.3,165.7,35.1,11.3,3154.9,0.4,104.0,3471.4
GOA,SOUTH GOA,0.7,0.1,0.4,6.6,81.2,866.4,1033.6,637.4,269.5,145.7,34.9,9.1,2806.9,0.8,88.2,3085.6
MAHARASHTRA,AHMEDNAGAR,0.6,1.3,3.0,5.3,21.6,104.9,101.8,91.8,139.1,73.8,22.5,7.5,437.6,1.9,29.9,573.2
MAHARASHTRA,DHULE,2.5,1.0,3.2,1.6,10.3,117.5,168.9,131.4,105.7,43.5,16.7,4.9,523.5,3.5,15.1,607.2
MAHARASHTRA,JALGAON,3.3,2.4,4.3,1.4,7.5,132.1,191.0,195.6,123.1,46.1,17.1,7.0,641.8,5.7,13.2,730.9
MAHARASHTRA,KOLHAPUR,1.0,0.8,4.6,25.9,60.2,351.5,723.7,477.2,185.2,125.0,30.4,7.3,1737.6,1.8,90.7,1992.8
MAHARASHTRA,NASHIK,1.2,0.5,1.0,4.7,15.1,154.9,315.0,259.0,183.3,68.0,22.3,4.6,912.2,1.7,20.8,1029.6
MAHARASHTRA,PUNE,0.6,0.1,1.6,7.6,27.4,156.9,312.9,225.1,166.1,87.1,24.3,6.0,861.0,0.7,36.6,1015.7
MAHARASHTRA,SANGLI,1.7,0.8,4.3,22.6,54.0,119.0,150.6,107.2,131.3,108.3,25.2,5.6,508.1,2.5,80.9,730.6
MAHARASHTRA,SATARA,0.7,0.7,3.1,14.0,36.4,150.7,254.4,175.2,143.5,95.6,29.9,8.3,723.8,1.4,53.5,912.5
MAHARASHTRA,SOLAPUR,2.7,1.5,3.4,9.2,29.8,102.7,99.8,101.6,170.1,94.5,24.6,6.6,474.2,4.2,42.4,646.5
MAHARASHTRA,NANDURBAR,1.0,0.0,0.3,1.5,9.3,137.6,301.4,243.3,146.1,37.2,10.6,2.4,828.4,1.0,11.1,890.7
MAHARASHTRA,AURANGABAD,2.5,1.6,3.1,2.8,17.1,130.4,156.3,157.9,149.6,59.2,25.0,10.7,594.2,4.1,23.0,716.2
MAHARASHTRA,BEED,2.5,2.0,3.8,7.0,19.7,128.3,136.2,137.0,167.9,71.3,22.6,10.1,569.4,4.5,30.5,708.4
MAHARASHTRA,NANDED,4.9,4.5,8.4,8.8,15.9,155.2,247.1,242.6,171.5,79.9,16.2,6.1,816.4,9.4,33.1,961.1
MAHARASHTRA,OSMANABAD,3.4,2.6,3.9,7.5,26.3,132.1,154.2,154.2,182.9,85.3,22.3,4.6,623.4,6.0,37.7,779.3
MAHARASHTRA,PARBHANI,5.8,2.9,7.9,7.5,14.4,154.6,215.3,219.9,167.4,74.4,16.9,10.0,757.2,8.7,29.8,897.0
MAHARASHTRA,LATUR,4.4,3.6,7.8,11.5,21.1,144.8,217.9,220.4,169.4,81.0,22.4,5.7,752.5,8.0,40.4,910.0
MAHARASHTRA,JALNA,3.2,2.0,4.5,2.7,17.5,139.3,165.0,159.9,142.2,61.2,24.1,8.1,606.4,5.2,24.7,729.7
